LABEL,PHY_REGION,LAT,LON
PUC Community Chrtr Middle,N,34.2799487053341,-118.382181939563
Northridge Academy High,N,34.2452216780427,-118.52400331303
CHIME Inst Schwarzenegger Comm,N,34.1657190382549,-118.563002560852
Multicultural Lrng Ctr,N,34.2067960164875,-118.588268846796
Brooklyn School,E,34.0399119371985,-118.165942203081
Dorris Pl,W,34.0911289912199,-118.238018024524
Arroyo Seco Mus/S Mag,E,34.10200069833,-118.204152785273
Latona Ave,E,34.0917797098547,-118.202312099378
Laurel CACT Mag,W,34.0880033111729,-118.363297401263
Ann St,E,34.0645721275634,-118.23059654737
Albion St,E,34.0693277035473,-118.220270645812
Webster Middle,W,34.0280974550669,-118.434469117961
Arlington Heights,W,34.0414207233319,-118.325467041658
Lane,E,34.0396525615327,-118.152406896962
4th St,E,34.0280096516585,-118.153321369284
Griffith MS STEAM Mag,E,34.0321345384955,-118.161659828247
Playa Del Rey,W,33.9828575409269,-118.409897431103
Cowan Ave,W,33.9726498971627,-118.406157294832
Wright Eng Des Mag,W,33.9677173922429,-118.40398868935
San Pedro St,E,34.0289234302224,-118.257610470049
Virginia Rd,W,34.0285279833668,-118.339977420328
3rd St,W,34.0700084552056,-118.335342262542
Venice Skills Center,W,33.9959291193815,-118.47269984985
Broadway,W,33.9970752430515,-118.46226702783
Coeur D'Alene Ave,W,33.9896657980721,-118.453108743686
Glenfeliz Blvd,W,34.1228184237414,-118.266936773964
Kentwood,W,33.9622603969739,-118.404957251589
Westport Heights,W,33.9670547143805,-118.388493530684
Loyola Villg FPA Mag,W,33.9575549612691,-118.421107962324
Friedman Occup Ctr,E,34.0351001262496,-118.266173902001
9th St,E,34.0360877366351,-118.247690261065
Utah St,E,34.0492681501703,-118.224593409137
Gratts Lrng Acad for Young Scholars,E,34.058141920347,-118.262804909604
Region East Admin Off,E,34.0693992325503,-118.196149355218
Atwater Ave,W,34.1150658363587,-118.25450128524
Irving AMME Mag,W,34.116489183343,-118.241598191354
Loreto St,E,34.0864490701553,-118.216595542841
Mar Vista,W,34.0163919830946,-118.434197911543
Short Ave,W,33.9899616634498,-118.432092325557
Marlton School,W,34.0087365876847,-118.343832710764
Bright,W,34.0232509433544,-118.3108924337
Berendo Middle,W,34.0500207948945,-118.295088997594
Magnolia Ave,W,34.0436408482522,-118.287441738673
Salvin Spec Ed Ctr,S,34.0387666265825,-118.296872753257
Griffin Ave,E,34.0683640566742,-118.212334319376
Multnomah St,E,34.0680750068115,-118.193602643556
Farmdale,E,34.0776171918636,-118.179377776566
El Sereno,E,34.0901002019409,-118.177065722274
Braddock Dr,W,33.9927165657044,-118.415905702453
Delevan Dr,E,34.1283323486553,-118.226822570546
Buchanan St,E,34.119087943902,-118.20647172425
Franklin High,E,34.1158673500982,-118.198683127648
Toland Way,E,34.1213165338931,-118.217518662506
Mount Washington,E,34.1046863317683,-118.216347107218
Baldwin Hills,W,34.0226364771529,-118.365491176271
Sierra Vista,E,34.0958500221454,-118.158871094221
Aldama,E,34.1099671998992,-118.207163135168
Burbank MS A/T/C Mag,E,34.1189567731642,-118.182426762187
Huntington Dr,E,34.0827180838208,-118.191850410578
Bravo Med Mag High,E,34.05781231215,-118.203269648352
Hollenbeck Middle,E,34.0360200780565,-118.212093952045
Palms,W,34.0260803211764,-118.407544569061
Eastman Ave,E,34.0177218041994,-118.18553878109
Ford Blvd,E,34.0202806956606,-118.171411794682
Nimitz Middle,E,33.986109347933,-118.197963293662
Fishburn Ave,E,33.9891596407548,-118.190878245225
Hillside,E,34.0849809577129,-118.212393759825
Mack,S,34.0262058050027,-118.293203369174
Parks Lrng Ctr,N,34.2304854071947,-118.46167921677
Chavez,E,34.0889137391425,-118.168463012576
Panorama High,N,34.2169925246264,-118.451032103466
Jones PC,S,34.001134036821,-118.292107548772
Obama Global Prep Acad STEAM Mag,S,34.0011887680168,-118.310136687401
Washington STEAM Mag,S,33.936873392766,-118.302494948103
Harmony DLC Sp,E,34.007089518463,-118.259512991965
Normandie Ave DLC,S,34.002908114332,-118.299071804318
28th St DLC Sp,E,34.0189746289968,-118.261772774897
Miramonte DLC Sp,S,33.9775406893745,-118.249690351177
93rd St DLC Sp,S,33.9510891626507,-118.268293866661
Alta Loma DLC Sp,W,34.043145795783,-118.340118990211
Cimarron Ave STEAM Mag,S,33.9291065525942,-118.315987159351
Hillcrest Dr Music Mag,S,34.014090061505,-118.348298313773
Gage STM Mag,E,33.9803204667588,-118.217367002081
Flournoy STEAM Mag,S,33.9339094642855,-118.245283723022
Camellia DTS,N,34.2057978964119,-118.382726385596
Limerick Ave DLC Sp,N,34.2254990192897,-118.582186826854
75th St DLC Sp,S,33.9713023874242,-118.276387263883
Hillcrest Dr DL Sp,S,34.014090061505,-118.348298313773
La Salle Ave DLC Sp,S,33.9576941570534,-118.306279622999
Sheridan St DLC Sp,E,34.0494979603927,-118.207961973817
Santana Arts Acad DLC,N,34.2396547120378,-118.465567530086
Manual Arts VAPA Mag,S,34.008790269375,-118.292850710716
White VA Mag,E,34.0607108852531,-118.279886101666
Fremont STEAM Mag,S,33.9694389877568,-118.26679779186
Griffith-Joyner VAPA Mag,S,33.9437174656959,-118.237899410918
Bancroft GSTEAM Mag,W,34.0879926620476,-118.33744344438
Dorsey FEMS Mag,S,34.0228612776493,-118.348085446942
Panorama GSTEAM Mag,N,34.2169925246264,-118.451032103466
Sepulveda KSM Mag,N,34.2410773997984,-118.466059043259
"King Jr., Martin Luther DLC Sp",S,34.0119096554993,-118.308336943689
Trinity St DLC Sp,E,34.0127598674264,-118.268644148956
Hooper Ave DLC Sp,E,33.9965425620573,-118.253269235949
Canyon Chrtr,W,34.0315642913141,-118.512041001624
Kenter Canyon Chrtr,W,34.0700450808972,-118.488609683617
Marquez Chrtr,W,34.0458009033224,-118.547491557478
Pacific Palisades Chrtr,W,34.0455841489664,-118.526896551537
Revere Chrtr Middle,W,34.0547275776776,-118.494461731859
Southeast DREAMS Mag,E,33.9453503407159,-118.227119741949
Haddon Ave STEAM Mag,N,34.2533308582277,-118.421788427652
Panorama Soc Just/Ldrshp Mag,N,34.2169925246264,-118.451032103466
Markham VAPA Mag,S,33.9397248137204,-118.244984791016
Flournoy DLC Sp,S,33.9339094642855,-118.245283723022
Hawkins High C/DAGS,S,33.9870406943809,-118.288348280745
Jordan VAPA Mag,S,33.945197654908,-118.231347346853
Northridge LA Mag,N,34.223301511051,-118.52531981648
Dorsey SM/L Mag,S,34.0228612776493,-118.348085446942
Los Angeles Academy STEAM Mag,E,33.9905978327203,-118.263640414924
Panorama SMIT Mag,N,34.2169925246264,-118.451032103466
Dorsey STM Mag,S,34.0228612776493,-118.348085446942
San Pedro GSTEAM Mag,S,33.7177583335732,-118.299255591977
Markham HC Mag,S,33.9397248137204,-118.244984791016
LaMotte DTS,S,34.0028606849943,-118.288432532521
Sun Valley BSEL Mag,N,34.2039900673868,-118.377754792448
Sherman Oaks Chrtr,N,34.1501761801593,-118.455493168889
Armstrong Middle,N,34.1636782019921,-118.428379227307
Taft Chrtr High,N,34.1686608464973,-118.573181061552
Bushnell Way DTS,E,34.1024234919918,-118.189339757433
Harrison DLC Sp,E,34.054250328886,-118.189041164385
Main St DLC Sp,E,33.9947141739132,-118.272729469378
Mack DLC Sp,S,34.0262058050027,-118.293203369174
San Pedro VAPA Mag,S,33.7177583335732,-118.299255591977
42nd St DWS,S,34.0063058573519,-118.3219592594
Napa St DLC Sp,N,34.2255942948434,-118.54745543459
Sun Valley ES Mag,N,34.2039900673868,-118.377754792448
Invictus Lrdsp Acad,S,33.998780607416,-118.308873404803
CWC Sch West Valley,N,34.2142485048099,-118.571256822033
Equitas Acad 5,W,34.0447003142714,-118.277488209764
Equitas Acad 6,W,34.0447003142714,-118.277488209764
AE Virtual Acad,E,34.0563432351408,-118.257410886557
Larchmont Chrtr,W,34.0619208364465,-118.33696156292
Hesby Oaks Leadership Chrtr,N,34.1612858551777,-118.473025566877
Serrania Ave Chrtr for Enriched Studies,N,34.1606005254774,-118.587380879969
Topanga Chrtr,W,34.0929375439094,-118.605098501866
Birmingham Comm Chrtr High,N,34.1892599630662,-118.504606637452
Jordan High,S,33.945197654908,-118.231347346853
Bancroft Middle,W,34.0879926620476,-118.33744344438
Aragon Ave,W,34.09483242652,-118.225543860434
Murchison St,E,34.0601712174803,-118.196005873313
Bradley Glbl Awr Mag,S,34.0153678137314,-118.323022442542
"King Jr., Martin Luther",S,34.0119096554993,-118.308336943689
Westchester Gifted/STEAM Mag,W,33.9563231020725,-118.428970538665
Richland Ave,W,34.027732999331,-118.439372288493
Westwood Chrtr,W,34.0470811829524,-118.430271689251
Western Ave TECH Mag,S,33.9936850288486,-118.307153270214
42nd St,S,34.0063058573519,-118.3219592594
Normandie Ave,S,34.002908114332,-118.299071804318
59th St,S,33.9863960290301,-118.320116466064
YES Academy,S,33.9801943387918,-118.327988224365
Audubon Middle,S,34.0097037794704,-118.328319622866
The Accelerated,E,34.0150113192576,-118.273263702644
London CDS,N,34.1760267100786,-118.415203340085
Citizens of the World Chrtr Mar Vista,W,34.0319250848005,-118.442488527927
Citizens of the World Chrtr Mar Vista,W,34.0298222429076,-118.435434896832
The Accelerated,E,34.0108190941872,-118.273732610043
Obama Global Prep Acad,S,34.0011887680168,-118.310136687401
Santana Arts Acad,N,34.2396547120378,-118.465567530086
Angelou Community High School,E,33.9940798961656,-118.26642917874
Ride SMART Acad,E,34.0023504425564,-118.257291623913
Weemes,S,34.0214266382177,-118.295957784553
Manual Arts High,S,34.008790269375,-118.292850710716
52nd St,S,33.9958801650124,-118.288433208586
Budlong Ave,S,33.9867327866009,-118.295098120465
Muir Middle,S,33.9867244462349,-118.293068178724
Bethune Middle,S,33.9782424096203,-118.276096917462
Citizens of the World Chrtr Silver Lake,E,34.0741302270448,-118.291492386868
Early College Acad,E,34.0330305902977,-118.270048862683
Citizens of the World Chrtr Mar Vista,W,34.0331492357764,-118.442446134671
Citizens of the World Chrtr Silver Lake,E,34.0693461587928,-118.275548015562
LaMotte,S,34.0028606849943,-118.288432532521
"Lawson Acad of Arts, Math & Sci",S,33.9777088089152,-118.290387804646
Hawkins High,S,33.9870406943809,-118.288348280745
Solis Lrng Acad,E,34.0393974115764,-118.171675614631
Main St,E,33.9947141739132,-118.272729469378
49th St,E,33.9981323185535,-118.262333446291
Carver Middle,E,34.0029092690377,-118.260116337814
Trinity St,E,34.0127598674264,-118.268644148956
El Camino Real Chrtr High,N,34.2048653773888,-118.614897435054
Granada Hills Chrtr High,N,34.2615252539199,-118.523638053417
Granada Hills Chrtr High,N,34.258477060842,-118.505744124354
Marina Del Rey PA Mag,W,33.9867042069195,-118.419974590011
El Camino Real Chrtr High,N,34.1707896590572,-118.64268598772
Ararat Charter,N,34.1899483108574,-118.446424070756
Dymally High,S,33.9573346584289,-118.26732773581
School for Soc Just,E,34.0576801920555,-118.261807961061
Nevin Ave,E,34.0128173845324,-118.246978753235
Jefferson High,E,34.0110847843881,-118.250920426143
Holmes Ave,E,33.9958321244707,-118.240180539113
Columbus Ave,N,34.1932495368507,-118.463355850836
Southeast Middle,E,33.9453503407159,-118.227119741949
Gage Middle,E,33.9803204667588,-118.217367002081
KIPP Scholar Acad,S,33.9839846745223,-118.286875115993
93rd St STEAM Mag,S,33.9510891626507,-118.268293866661
Drew Gifted Mag,S,33.9620965498171,-118.250087827979
Bethune CACT Mag,S,33.9782424096203,-118.276096917462
La Salle Ave,S,33.9576941570534,-118.306279622999
Manhattan Pl,S,33.9485911224555,-118.310921114745
Century Park,S,33.9364782160609,-118.319826775232
Washington Prep High,S,33.936873392766,-118.302494948103
Cimarron Ave,S,33.9291065525942,-118.315987159351
Harte Prep Middle,S,33.9514976896732,-118.288082776581
32nd St Mag,S,34.0242069372894,-118.282687997187
Crete Acad,S,34.0110268850493,-118.309976723736
Ivy Academia,N,34.1789288608563,-118.614921123704
KIPP Pueblo Unido,E,33.9907307215742,-118.196486768836
KIPP Pueblo Unido,E,33.990808520076,-118.223587854446
Global Education Academy,S,34.0083628498721,-118.291737291276
Northridge MHC Mag,N,34.223301511051,-118.52531981648
Dymally BSR Mag,S,33.9573346584289,-118.26732773581
Audubon Gifted Mag,S,34.0097037794704,-118.328319622866
95th St,S,33.9491978707325,-118.294427993793
Woodcrest,S,33.9378681049615,-118.295172130391
West Athens,S,33.9243931983607,-118.293985805954
75th St,S,33.9713023874242,-118.276387263883
Fremont High,S,33.9694389877568,-118.26679779186
Mendez High,E,34.0482030211491,-118.226621467182
Bancroft PA Mag,W,34.0879926620476,-118.33744344438
KIPP Generations Acad,S,33.8828641958498,-118.301460186256
Van Nuys STEAM Mag,N,34.1690790537066,-118.452218280441
Muir STM Mag,S,33.9867244462349,-118.293068178724
McKinley Ave,S,33.967969407687,-118.259679638281
93rd St,S,33.9510891626507,-118.268293866661
107th St,S,33.9401938232548,-118.272498557216
109th St,S,33.9368496693093,-118.261895211026
Gompers Middle,S,33.9320236576334,-118.271596294211
Griffith-Joyner,S,33.9437174656959,-118.237899410918
Gompers STEAM Mag,S,33.9320236576334,-118.271596294211
Sepulveda Gifted Mag,N,34.2410773997984,-118.466059043259
107th St STEAM Mag,S,33.9401938232548,-118.272498557216
Compton Ave,S,33.9420620951581,-118.246948670418
Markham Middle,S,33.9397248137204,-118.244984791016
112th St,S,33.9336127524953,-118.252776795824
Flournoy,S,33.9339094642855,-118.245283723022
Grape St,S,33.9338404096987,-118.237689609057
Crenshaw STEMM Mag,S,33.9966452756709,-118.327620201394
Denker Ave,S,33.8828837029721,-118.305735320032
135th St,S,33.9096724178452,-118.289497632408
Avalon Gardens,S,33.9049752466819,-118.268547696486
Banneker Spec Ed Ctr,S,33.9041054254175,-118.26850418335
156th St,S,33.8887641401698,-118.316555272976
Gardena,S,33.8822868857752,-118.286610994081
Ramona High (Opp),E,34.0338170375121,-118.191120029687
Stevenson Col & Career Prep MS,E,34.0270851537075,-118.19361925755
Rowan Ave,E,34.0286364846505,-118.186788079723
Evergreen Ave,E,34.0518655432238,-118.19725706628
Ascot Ave,E,34.003402280418,-118.249049997626
Vernon City,E,34.0034683531847,-118.230964529901
Belmont High,E,34.0620528162819,-118.262984549897
Hollywood High,W,34.0991841531083,-118.340049111252
Van Nuys High,N,34.1892633299493,-118.455197861851
Huntington Park High,E,33.986506164923,-118.218254090746
Kennedy,E,34.0533527590263,-118.177747167239
Catskill Ave,S,33.8119332268713,-118.270382631693
Banning High,S,33.7936065395161,-118.262015701876
Fries Ave,S,33.7887992014491,-118.266197604206
Gulf Ave,S,33.7854959121181,-118.272760364707
Hawaiian Ave,S,33.7756160775471,-118.275833765984
Wilmington Park,S,33.7860576666816,-118.245757468509
Animo Venice Chrtr HS,W,33.9971405964153,-118.463353203634
Animo South LA Chrtr HS,S,33.9330147043755,-118.308295380865
Alliance GRM Academy High,S,34.0366010061174,-118.283120312012
CATCH Prep Chrtr High Inc,S,34.0093844144952,-118.329446073219
Roberti EEC,E,34.0036818364186,-118.25532684328
Hamasaki Mag,E,34.0376789169573,-118.159919192962
LA Leadership Academy,E,34.0832358844556,-118.210600410555
LA Leadership Academy,E,34.0784102930556,-118.211699634958
ICEF View Pk Prep Acc HS,W,33.9905966393406,-118.331162060185
New Designs Chrtr,S,34.0309410185834,-118.275176895375
Lincoln ESP Mag,E,34.0750074200591,-118.204045248986
Chase St EEC,N,34.2272227372759,-118.439315287833
Camino Nuevo ES 3,S,34.0394924789098,-118.295428354072
New Heights,S,34.0113441808262,-118.30798349454
Vista Chrtr Middle,E,34.0740015536997,-118.278680005813
Porter Ranch Comm School,N,34.2932053643269,-118.581605823573
Obama,N,34.2188528456912,-118.452820496547
Canyon Creek,,34.6418641917454,-118.496300698965
M & O Proj. Unit South,S,33.979776669272,-118.328047306175
M & O Proj. Unit North,N,34.1917638511293,-118.501924641482
M & O Proj. Unit Central,E,34.0271723285331,-118.245217785668
Gardner St AI Mag,W,34.0993891106627,-118.352176248043
Central City Value,E,34.0751671678839,-118.2880596936
Camino Nuevo Chrtr Acad,E,34.0562803042627,-118.272821709451
Alliance Neuwirth Ldrshp Acad,E,34.0015591971534,-118.273620037402
Alliance Skirball Middle,S,33.9302116089972,-118.264828820125
Animo Jefferson,E,34.012399826496,-118.243696785318
Aspire Pacific College Prep Acad,E,33.9903823482197,-118.22615279313
Camino Nuevo Acad 2,E,34.0686672327448,-118.28954898524
ISANA Octavia,W,34.1168434537536,-118.240250589809
Sylmar Leadership Acad Span,N,34.3185035459853,-118.449401428574
Playa Vista,W,33.9683946930084,-118.424520160397
Roybal-Allard,E,33.9754040549464,-118.209501312122
Willow,E,33.9552462978956,-118.222013584043
Lashon Acad City,W,34.0261646186273,-118.323733036839
Westbrook Why Not? Middle,S,34.0016295808686,-118.309212930177
Valerio St DTS,N,34.2053938807501,-118.459661522672
Crete Acad,S,33.9844629547278,-118.331061373708
Gabriella Chrtr 2,E,34.0052037108227,-118.280381617471
Girls Althletic Ldrshp Sch Los Angeles,N,34.2056794660317,-118.442416715212
Global Education Academy,S,34.0083258958351,-118.282931363283
"Ivy Bound Math, Sci & Tech",N,34.160890073818,-118.468281746403
Romero Chrtr Middle,W,34.0508555279468,-118.293720801506
Magnolia Sci Acad 3,S,33.8512476010062,-118.250491499259
ICEF Vista Middle Acad,W,33.9945842621444,-118.418828379288
Citizens of the World Hollywood,W,34.0949141906529,-118.31782754178
Alliance Simon Tech Acad High,S,33.9384742595635,-118.238904008871
Alliance Virgil Roberts Leadership Acad,S,33.9765908340455,-118.32504723601
Crown Prep Acad,S,34.0348609200921,-118.310490423128
Valley Charter Elementary,N,34.2355310245074,-118.492643147237
Magnolia Science Academy 7,N,34.220934929801,-118.533307196833
Marquez High HPIAM,E,33.9827918491322,-118.234065179723
"Moore Math, Sci and Tech Acad",S,33.9847920827906,-118.250765181836
Van Gogh St Chrtr,N,34.3049554845997,-118.505800876175
El Oro Way for Enriched Studies,N,34.2926934350988,-118.503828463403
Frost Middle,N,34.2947040217211,-118.510828179746
Knollwood Prep Acad,N,34.285302783957,-118.492490793484
Osceola St,N,34.289897249508,-118.456177728528
El Dorado Ave,N,34.3007716856278,-118.466272667849
Animo Watts College Prep Acad,S,33.9179633192294,-118.26487840942
Camino Nuevo Chrtr Acad,E,34.055233664325,-118.273440141201
Magnolia Science Academy 6,W,34.0586320531382,-118.314418568412
TEACH Academy of Technologies,S,33.9440533060109,-118.309220548037
Watts Learning Center Charter MS,S,33.9572458644784,-118.269343554577
KIPP Comienza Community,E,33.981466212154,-118.223610995182
Bridges Span School,S,33.7877898109665,-118.262294499505
4th St EEC,E,34.0277375468049,-118.15312900239
Walnut Park Middle Prep for STEM,E,33.9716194882821,-118.230876618941
Herrick Ave,N,34.3150841584038,-118.464318098535
Sylmar,N,34.3117733570166,-118.447033435792
Hubbard St,N,34.3141477996874,-118.424471270739
Harding St,N,34.3049682849046,-118.416862409925
Gridley St,N,34.3027484423011,-118.429103021962
Fenton Ave,N,34.2807854129276,-118.390790729477
New Designs - Watts,S,33.9171388906385,-118.264883666581
Alliance Piera Barbaglia Shaheen Health,S,33.9608109043799,-118.294233490762
Alliance Morgan McKinzie High,E,34.0358075206437,-118.187854702161
Alliance Leichtman-Levine FFES High,W,34.1139528274228,-118.246797311772
Larchmont Chrtr,W,34.0935580892702,-118.362000877961
Stella Academy Chrtr,S,34.0167950678131,-118.344286462278
Marquez High LIBRA Acad,E,33.9827918491322,-118.234065179723
Marquez High Sch of Soc Justice,E,33.9827918491322,-118.234065179723
Legacy Senior High STEAM,E,33.941501797601,-118.177669954048
Legacy Senior High VAPA,E,33.941501797601,-118.177669954048
Broadous,N,34.2832645996292,-118.408525444371
Morningside,N,34.2877639502591,-118.433505321195
San Fernando Middle,N,34.282599709849,-118.43658128761
San Fernando,N,34.279410987684,-118.448247331538
O'Melveny,N,34.2752139114211,-118.445485590792
Chatsworth Park UP/CD Mag,N,34.2581605872847,-118.607031605396
Valley Acad of Arts and Sci,N,34.2598006947411,-118.503672329818
"Chavez LA - Arts, Theatre, Entertainment",N,34.2895243349664,-118.42180240829
Chavez LA - Social Justice Humanitas,N,34.2895243349664,-118.42180240829
San Pedro CAS EEC,S,33.7452463476288,-118.297501301641
Alliance Smidt Tech,E,34.0721304021612,-118.219969061174
Alliance Renee and Meyer Luskin High,S,33.9764873111661,-118.325409426835
Lawrence Middle,N,34.2534141692113,-118.591845074749
Germain Acad for Academic Achievement,N,34.2618943741872,-118.585204699057
Superior St,N,34.2473874477942,-118.574547718021
Beckford Chrtr for Enriched Studies,N,34.2670773293734,-118.549100758771
Topeka Dr Chrtr,N,34.2478610965535,-118.546633903271
Darby Ave,N,34.266404816505,-118.532668601571
New Los Angeles Chrtr,W,34.0407791495544,-118.357966772806
New Millennium Secondary School,S,33.8662416951486,-118.29877279748
Para Los Niños MS,E,34.0360847145693,-118.247358048684
Synergy Kinetics Acad,E,34.0153585927639,-118.248200052927
Goethe International Chrtr,W,33.9874700790143,-118.421823665479
Chavez LA - Acad of Scientific Exploration,N,34.2895243349664,-118.42180240829
Sotomayor Arts & Sci Mag,W,34.1028742867388,-118.239418628421
PUC Early College Acad for Ldrs & Scholars,W,34.1024947434029,-118.238576934236
KIPP Philosophers Acad,S,33.9443204321898,-118.236798872187
KIPP Sol Acad,E,34.0400841585105,-118.161074597568
Calahan St,N,34.2373712814783,-118.541459255179
Porter Middle,N,34.2623978411535,-118.479954985311
Haskell STEAM Mag,N,34.2674362359032,-118.478198243307
Tulsa St,N,34.2692590392284,-118.492438187593
Danube Ave,N,34.2739284790143,-118.473965382856
Granada,N,34.2666533332574,-118.507818154571
ICEF Vista Acad,W,33.9945842621444,-118.418828379288
Locke College Prep Acad High,S,33.934899339687,-118.268661182592
Alliance Tennenbaum Family Tech High,W,34.1024947434029,-118.238576934236
Nava Lrng Acad,E,34.0148810795007,-118.24852356254
Synergy Quantum Acad,E,33.9937472532447,-118.267543000413
Rise Kohyang Middle,E,34.0625736601031,-118.282219496089
Ednovate - USC Hybrid Col Prep,S,34.0136159789915,-118.291714703719
Sylmar BHE Mag,N,34.3074598650697,-118.442922127766
Acad of Med Arts at Carson High,S,33.8221846979656,-118.274019886379
Carson Acad Ed and Emp,S,33.8221846979656,-118.274019886379
Henry Middle,N,34.2595591431268,-118.512159638221
Rio Vista,N,34.147506060544,-118.367807541452
Carlson Hospital School,N,34.1477552134621,-118.36882511446
Eagle Rock High,E,34.1317549953358,-118.205077291626
Annandale,E,34.1287765549365,-118.186470776118
Melrose Ave Mag,W,34.0844705179377,-118.345717098806
Magnolia Science Acad 4,W,34.0298222426515,-118.435434896831
ICEF View Pk Prep Cht MS,W,33.9944934400284,-118.331152889151
Anton,E,34.0465867067434,-118.181787537502
Northridge Middle,N,34.223301511051,-118.52531981648
Valerio St,N,34.2053938807501,-118.459661522672
Camellia Ave,N,34.2057978964119,-118.382726385596
Van Nuys Middle,N,34.1690790537066,-118.452218280441
Ramona,W,34.0916472863509,-118.300012348721
Alta Loma,W,34.043145795783,-118.340118990211
Fullbright Ave CSPP,N,34.1965223997534,-118.576261850917
Calvert SPS,N,34.1818506950049,-118.565022303122
Stagg St SPS,N,34.212977966462,-118.506606441947
Gault St CSPP,N,34.1985333655814,-118.504581553489
Valerio St CSPP,N,34.2053938807501,-118.459661522672
Hazeltine Ave CSPP,N,34.2006177630728,-118.439227896474
Saticoy CSPP,N,34.2130091510821,-118.41554138922
Strathern St CSPP,N,34.214958897289,-118.400903456169
Kittridge St CSPP,N,34.1915872146972,-118.429897379652
1st St SPS,E,34.0405189968146,-118.204782674088
Gates St SPS,E,34.0728476327389,-118.205859124422
Lassen SPS,N,34.2472355372172,-118.459957722403
Nestle Ave SPS,N,34.1619228127525,-118.530062180686
Sierra Park PKFLP,E,34.0816188208346,-118.169196915442
Weigand Ave SPS,S,33.9417014486054,-118.230181990361
Burbank Blvd SPS,N,34.171284465865,-118.399322120102
Toluca Lake CSPP,N,34.1595695260811,-118.36054018429
Latona Ave CSPP,E,34.0917797098547,-118.202312099378
Sheridan St CSPP,E,34.0494979603927,-118.207961973817
Braddock Dr CSPP,W,33.9927165657044,-118.415905702453
Union Ave CSPP,E,34.0632282940772,-118.267125175914
Stoner Ave CSPP,W,33.995590307005,-118.413474083048
Amestoy SPS,S,33.8956606589156,-118.29319602552
Primary Academy CSPP,N,34.2352187101341,-118.455796594932
Coliseum St CSPP,S,34.0177686479826,-118.344035521381
Magnolia Ave CSPP,W,34.0436408482522,-118.287441738673
Harmony CSPP,E,34.007089518463,-118.259512991965
Walnut Park PKFLP,E,33.9670722214952,-118.223772100659
Broad Ave CSPP,S,33.8015055776435,-118.262776266909
Gardner St SPS,W,34.0993891106627,-118.352176248043
Cheremoya SPS,W,34.1057124750266,-118.320841261429
Lafayette Park PC CSPP,E,34.0664371661031,-118.280394646194
Ochoa Lrng Ctr PKFLP,E,33.9679311713605,-118.176600879948
Stanford Ave CSPP,E,33.9482683444406,-118.217643785154
Maple SPS,E,34.0154976272077,-118.271201807356
Corona Ave PKFLP,E,33.9768791823298,-118.197418220806
West Athens CSPP,S,33.9243931983607,-118.293985805954
107th St CSPP,S,33.9401938232548,-118.272498557216
99th St CSPP,S,33.9464097792125,-118.257595922373
Russell SPS,S,33.9609866843412,-118.252047925435
Hughes PKFLP,E,33.9649539775879,-118.192558707372
San Miguel CSPP,E,33.9451778052279,-118.201481445966
186th St CSPP,S,33.8629376659692,-118.305929973275
Annalee Ave CSPP,S,33.8541630582635,-118.251821137028
Barton Hill CSPP,S,33.7464854713903,-118.288975117521
Hamasaki SPS,E,34.0376789169573,-118.159919192962
Escutia CSPP,E,33.9787698194686,-118.198358280026
Coughlin SPS,N,34.2699466316467,-118.403382153829
Lexington Ave CSPP,W,34.0928517553487,-118.288271236043
Middleton CSPP,E,33.9788041660274,-118.229351732325
Parks CSPP,N,34.2304854071947,-118.46167921677
Panorama City CSPP,N,34.2267722391043,-118.456887408856
Washington CSPP,S,33.9326544023754,-118.291004240655
De La Torre Jr. LAUP,S,33.7761546758589,-118.26544570785
Huntington Park LAUP,E,33.9850761685562,-118.195417425803
Jones SPS,S,34.001134036821,-118.292107548772
Wisdom CSPP,S,33.9738159251136,-118.255641259993
Korenstein CSPP,N,34.2093911878768,-118.393799657942
Vista del Valle CSPP,N,34.2955288816645,-118.42168708674
Cardenas CSPP,N,34.1958878493674,-118.441604722
Mosk CSPP,N,34.2039689681594,-118.568499501575
Maywood CS Mag,E,33.9932442890974,-118.183950453521
Pomelo AS Mag,N,34.2090158436785,-118.643063239293
Roosevelt LPS Mag,E,34.0394801489754,-118.20992375163
Roybal-Allard DREAMS Mag,E,33.9754040549464,-118.209501312122
West Valley EEC,N,34.1839910124351,-118.569327282877
Limerick Ave,N,34.2254990192897,-118.582186826854
Blythe St,N,34.2138755064609,-118.54147302839
Van Ness Ave CSPP,W,34.0803689257006,-118.316431235837
Eagle Rock/Highland Park CoS,E,34.1212445126854,-118.194150873299
Miles Ave STM Mag,E,33.9775483732812,-118.217795778992
Monte Vista FC Mag,E,34.110512718442,-118.198042150684
Le Conte CESCA Mag,W,34.094867423675,-118.316884791275
Garfield CS Mag,E,34.0269349025375,-118.157801147856
Cabrillo Ave STEAM Mag,S,33.7374416350181,-118.293692163891
N.E.W. Academy - Sci & Arts,E,34.0595661792475,-118.26623528771
N.E.W. Academy - Sci & Arts,E,34.0584122947675,-118.26523789446
N.E.W. Academy - Sci & Arts,E,34.0575425551561,-118.265801448815
New Horizons Chrtr Acad,N,34.1885868213586,-118.374829050331
New Los Angeles,W,34.0218038536807,-118.371025425966
West Adams FEMS Mag,W,34.0395303683098,-118.290433510733
Downtown CSDMAE Mag,E,34.0608057318516,-118.254549052996
